,name,stad,citizen,religious,experience,sweden,poland,iraq,somalia,woman,skilledjob,invited,city1,city2,city3,city4,city5,city6,city7,immigrant,time
235,Julia Kowalski,Stockholm,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.127527895
236,Awa Zakaria,Stockholm,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.126307698
237,Khalid Zakaria,Stockholm,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.125300844
238,Malin Svensson,Stockholm,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0.124455879
239,Antoni Kowalski,Stockholm,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.123736663
240,Erik Svensson,Stockholm,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.126166639
241,Erik Svensson,Stockholm,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.127013463
242,Julia Kowalski,Stockholm,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.12793298
243,Awa Zakaria,Stockholm,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.128934968
244,Ahmed Amari,Stockholm,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.130031044
245,Khalid Zakaria,Stockholm,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.131235113
246,Ahmed Amari,Stockholm,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.053867273
247,Antoni Kowalski,Stockholm,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.054420865
248,Ahmed Amari,Stockholm,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.055005876
249,Julia Kowalski,Stockholm,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.051437331
250,Sarah Amari,Stockholm,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.051967783
251,Antoni Kowalski,Stockholm,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.056878187
252,Awa Zakaria,Stockholm,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.057634208
253,Julia Kowalski,Stockholm,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.05843892
254,Julia Kowalski,Stockholm,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.059297185
255,Khalid Zakaria,Stockholm,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.053560953
256,Antoni Kowalski,Stockholm,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.054306524
257,Erik Svensson,Stockholm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.055107213
258,Antoni Kowalski,Stockholm,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.055969368
259,Sarah Amari,Stockholm,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.056900348
260,Awa Zakaria,Stockholm,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.057908739
261,Sarah Amari,Stockholm,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.059004612
262,Khalid Zakaria,Stockholm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.040992117
263,Malin Svensson,Stockholm,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.041105493
264,Ahmed Amari,Stockholm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.041228449
265,Sarah Amari,Stockholm,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.125256326
266,Julia Kowalski,Stockholm,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.121857456
267,Erik Svensson,Stockholm,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14242307
268,Awa Zakaria,Stockholm,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.138094978
269,Ahmed Amari,Stockholm,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.134061803
270,Julia Kowalski,Stockholm,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.130242581
271,Awa Zakaria,Stockholm,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.127971278
272,Malin Svensson,Stockholm,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.125577537
273,Sarah Amari,Stockholm,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.134439324
274,Sarah Amari,Stockholm,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.133472649
275,Antoni Kowalski,Stockholm,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.132612694
276,Awa Zakaria,Stockholm,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.131842712
277,Khalid Zakaria,Stockholm,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.131149285
278,Ahmed Amari,Stockholm,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.130521536
279,Khalid Zakaria,Stockholm,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.129950555
280,Antoni Kowalski,Stockholm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.129428977
281,Sarah Amari,Stockholm,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.128950654
282,Ahmed Amari,Stockholm,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.12851042
283,Awa Zakaria,Stockholm,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.128488035
284,Ahmed Amari,Stockholm,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.135285137
285,Khalid Zakaria,Stockholm,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.135285137
286,Malin Svensson,Stockholm,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0.135285137
287,Khalid Zakaria,Stockholm,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.135285137
288,Sarah Amari,Stockholm,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.135472713
289,Antoni Kowalski,Stockholm,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.135664676
290,Julia Kowalski,Stockholm,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.135861182
291,Julia Kowalski,Stockholm,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.136062396
292,Awa Zakaria,Stockholm,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.136268487
293,Khalid Zakaria,Stockholm,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.136479636
294,Malin Svensson,Stockholm,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0.13669603
295,Antoni Kowalski,Stockholm,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.138650364
296,Erik Svensson,Stockholm,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.142576978
297,Erik Svensson,Stockholm,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.045202635
298,Julia Kowalski,Stockholm,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.045218989
299,Awa Zakaria,Stockholm,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.04523489
300,Ahmed Amari,Stockholm,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.045250358
301,Khalid Zakaria,Stockholm,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.045265409
302,Ahmed Amari,Stockholm,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0.04528006
303,Antoni Kowalski,Stockholm,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.045294326
304,Ahmed Amari,Stockholm,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.051772777
305,Julia Kowalski,Stockholm,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.051959618
306,Sarah Amari,Stockholm,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.052148892
307,Antoni Kowalski,Stockholm,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.051321634
308,Awa Zakaria,Stockholm,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.051509197
309,Julia Kowalski,Stockholm,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.052425273
310,Julia Kowalski,Stockholm,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0607109
311,Khalid Zakaria,Stockholm,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.062455241
312,Antoni Kowalski,Stockholm,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.064327248
313,Erik Svensson,Stockholm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.066341471
314,Antoni Kowalski,Stockholm,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.068514755
315,Sarah Amari,Stockholm,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.072438972
316,Awa Zakaria,Stockholm,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.07509355
317,Sarah Amari,Stockholm,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.036881283
318,Khalid Zakaria,Stockholm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.077986616
319,Malin Svensson,Stockholm,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.037723236
320,Ahmed Amari,Stockholm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.038626381
321,Sarah Amari,Stockholm,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.039597643
322,Julia Kowalski,Stockholm,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.035097778
323,Erik Svensson,Stockholm,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.036004349
324,Awa Zakaria,Stockholm,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.028384248
325,Ahmed Amari,Stockholm,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.028682063
326,Julia Kowalski,Stockholm,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.028998659
327,Awa Zakaria,Stockholm,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.029335869
328,Malin Svensson,Stockholm,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.022260876
329,Sarah Amari,Stockholm,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.029695776
330,Sarah Amari,Stockholm,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.03008075
331,Antoni Kowalski,Stockholm,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.022150697
332,Awa Zakaria,Stockholm,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.022031995
333,Khalid Zakaria,Stockholm,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.014304652
334,Ahmed Amari,Stockholm,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.021903741
335,Khalid Zakaria,Stockholm,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.021764733
336,Antoni Kowalski,Stockholm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.021613561
337,Sarah Amari,Stockholm,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.046227136
338,Ahmed Amari,Stockholm,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.046272218
339,Awa Zakaria,Stockholm,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.046318696
340,Ahmed Amari,Stockholm,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.046366636
341,Khalid Zakaria,Stockholm,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.046416109
342,Malin Svensson,Stockholm,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.054115133
343,Khalid Zakaria,Stockholm,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.054126435
344,Sarah Amari,Stockholm,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.155036122
345,Antoni Kowalski,Stockholm,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.150741745
346,Julia Kowalski,Stockholm,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.146783239
347,Julia Kowalski,Stockholm,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.143034717
348,Awa Zakaria,Stockholm,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.139479902
349,Khalid Zakaria,Stockholm,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.136122228
350,Malin Svensson,Stockholm,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.155760379
351,Antoni Kowalski,Stockholm,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0.150686228
352,Erik Svensson,Stockholm,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.170387921
353,Erik Svensson,Stockholm,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.165069185
354,Julia Kowalski,Stockholm,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.160301226
355,Awa Zakaria,Stockholm,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0.156002702
356,Ahmed Amari,Stockholm,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.152870306
357,Khalid Zakaria,Stockholm,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.149729976
358,Ahmed Amari,Stockholm,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.16183805
359,Antoni Kowalski,Stockholm,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.161557442
360,Ahmed Amari,Stockholm,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.163218301
361,Julia Kowalski,Stockholm,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.162897447
362,Sarah Amari,Stockholm,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.162606648
363,Antoni Kowalski,Stockholm,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16270766
364,Awa Zakaria,Stockholm,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.161476998
365,Julia Kowalski,Stockholm,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.165076691
366,Julia Kowalski,Stockholm,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.159365604
367,Khalid Zakaria,Stockholm,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.159732383
368,Antoni Kowalski,Stockholm,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16012303
369,Erik Svensson,Stockholm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.168311447
370,Antoni Kowalski,Stockholm,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.155566794
371,Sarah Amari,Stockholm,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.157524536
372,Awa Zakaria,Stockholm,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.159585373
373,Sarah Amari,Stockholm,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.161757669
374,Khalid Zakaria,Stockholm,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.164050719
375,Malin Svensson,Stockholm,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.08330951
376,Ahmed Amari,Stockholm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.081415911
377,Sarah Amari,Stockholm,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.166474878
378,Julia Kowalski,Stockholm,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.079629591
379,Erik Svensson,Stockholm,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.077941685
380,Awa Zakaria,Stockholm,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.076344278
381,Ahmed Amari,Stockholm,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.074830281
382,Julia Kowalski,Stockholm,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.073393328
383,Awa Zakaria,Stockholm,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.094197942
384,Malin Svensson,Stockholm,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.092360943
385,Sarah Amari,Stockholm,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.090611253
386,Sarah Amari,Stockholm,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.110144839
387,Antoni Kowalski,Stockholm,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.128792151
388,Awa Zakaria,Stockholm,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.126350757
389,Khalid Zakaria,Stockholm,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.124015327
390,Ahmed Amari,Stockholm,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.121779107
391,Khalid Zakaria,Stockholm,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.119635908
392,Antoni Kowalski,Stockholm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.117580043
393,Sarah Amari,Stockholm,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.105502838
394,Ahmed Amari,Stockholm,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.102797637
395,Awa Zakaria,Stockholm,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.100227697
396,Ahmed Amari,Stockholm,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.097783119
397,Khalid Zakaria,Stockholm,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.095454949
398,Malin Svensson,Stockholm,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.093235067
399,Khalid Zakaria,Stockholm,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.091116088
400,Sarah Amari,Stockholm,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.091116088
401,Antoni Kowalski,Stockholm,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.091116088
402,Julia Kowalski,Stockholm,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.091116088
403,Julia Kowalski,Stockholm,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.091116088
404,Awa Zakaria,Stockholm,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.091116088
405,Khalid Zakaria,Stockholm,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.091116088
406,Malin Svensson,Stockholm,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0.091116088
407,Antoni Kowalski,Stockholm,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.091116088
408,Erik Svensson,Stockholm,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.091116088
409,Erik Svensson,Stockholm,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.091116088
410,Julia Kowalski,Stockholm,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.091116088
411,Awa Zakaria,Stockholm,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.091116088
412,Ahmed Amari,Stockholm,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.091116088
413,Khalid Zakaria,Stockholm,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.091116088
414,Ahmed Amari,Stockholm,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.091116088
415,Antoni Kowalski,Stockholm,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.069982656
416,Ahmed Amari,Stockholm,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.070518678
417,Julia Kowalski,Stockholm,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.091116088
418,Sarah Amari,Stockholm,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.071083498
419,Antoni Kowalski,Stockholm,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.091116088
420,Awa Zakaria,Stockholm,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.091116088
421,Julia Kowalski,Stockholm,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.071679503
422,Julia Kowalski,Stockholm,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.072309347
423,Khalid Zakaria,Stockholm,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.072975996
424,Antoni Kowalski,Stockholm,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.073682775
425,Erik Svensson,Stockholm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.066262433
426,Antoni Kowalski,Stockholm,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.066799477
427,Sarah Amari,Stockholm,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.067372057
428,Awa Zakaria,Stockholm,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.058974076
429,Sarah Amari,Stockholm,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.082049901
430,Khalid Zakaria,Stockholm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.08204423
431,Malin Svensson,Stockholm,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.082038222
432,Ahmed Amari,Stockholm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.082031844
433,Sarah Amari,Stockholm,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0.082025062
434,Julia Kowalski,Stockholm,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.082017835
435,Erik Svensson,Stockholm,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.082010119
436,Awa Zakaria,Stockholm,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.082001862
437,Ahmed Amari,Stockholm,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.081993006
438,Julia Kowalski,Stockholm,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.125157758
439,Awa Zakaria,Stockholm,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.121832147
440,Malin Svensson,Stockholm,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.118699579
441,Sarah Amari,Stockholm,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.115743721
442,Sarah Amari,Stockholm,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0.112950029
443,Antoni Kowalski,Stockholm,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.110305516
444,Awa Zakaria,Stockholm,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.113309591
445,Khalid Zakaria,Stockholm,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.111234618
446,Ahmed Amari,Stockholm,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.109269448
447,Khalid Zakaria,Stockholm,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.10740559
448,Antoni Kowalski,Stockholm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.105635407
449,Zainab Hadad,Stockholm,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.10395201
450,Ali Hadad,Stockholm,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.102349169
451,Fatima Mohammed,Stockholm,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.100821237
452,Ali Hadad,Stockholm,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.070749488
453,Abdi Mohammed,Stockholm,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.069390772
454,Emma Lindberg,Stockholm,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.025056924
455,Abdi Mohammed,Stockholm,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.02444578
456,Zainab Hadad,Stockholm,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.023863737
457,Mateusz Nowak,Stockholm,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.023308767
458,Maria Nowak,Stockholm,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.022779022
459,Maria Nowak,Stockholm,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.022272821
460,Fatima Mohammed,Stockholm,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0.02178863
461,Abdi Mohammed,Stockholm,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.021325042
462,Emma Lindberg,Stockholm,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.02088077
463,Mateusz Nowak,Stockholm,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.040909264
464,Filip Lindberg,Stockholm,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.040091079
465,Filip Lindberg,Stockholm,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.039304979
466,Maria Nowak,Stockholm,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.038549114
467,Fatima Mohammed,Stockholm,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.056732658
468,Ali Hadad,Stockholm,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.055682054
469,Abdi Mohammed,Stockholm,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.054669653
470,Ali Hadad,Stockholm,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.054669653
